4330,"Imam Khomeini International Airport","Tehran","Iran","IKA","OIIE",35.416099548339844,51.152198791503906,3305,3.5,"E","Asia/Tehran","airport","OurAirports"
2131,"Mehrabad International Airport","Teheran","Iran","THR","OIII",35.68920135498047,51.31340026855469,3962,3.5,"E","Asia/Tehran","airport","OurAirports"
2104,"Ahwaz Airport","Ahwaz","Iran","AWZ","OIAW",31.337400436399996,48.7620010376,66,3.5,"E","Asia/Tehran","airport","OurAirports"
2109,"Kish International Airport","Kish Island","Iran","KIH","OIBK",26.5261993408,53.980201721200004,101,3.5,"E","Asia/Tehran","airport","OurAirports"
2121,"Esfahan Shahid Beheshti International Airport","Esfahan","Iran","IFN","OIFM",32.75080108642578,51.86130142211914,5059,3.5,"E","Asia/Tehran","airport","OurAirports"
2136,"Kerman Airport","Kerman","Iran","KER","OIKK",30.274400711099997,56.9510993958,5741,3.5,"E","Asia/Tehran","airport","OurAirports"
2162,"Tabriz International Airport","Tabriz","Iran","TBZ","OITT",38.1338996887207,46.23500061035156,4459,3.5,"E","Asia/Tehran","airport","OurAirports"
2165,"Zabol Airport","Zabol","Iran","ACZ","OIZB",31.09830093383789,61.54389953613281,1628,3.5,"E","Asia/Tehran","airport","OurAirports"
4331,"Mashhad International Airport","Mashhad","Iran","MHD","OIMM",36.235198974609375,59.64099884033203,3263,3.5,"E","Asia/Tehran","airport","OurAirports"
5935,"Ardabil Airport","Ardabil","Iran","ADU","OITL",38.3256988525,48.4244003296,4315,3.5,"E","Asia/Tehran","airport","OurAirports"
6790,"Hamadan Airport","Hamadan","Iran","HDM","OIHH",34.86920166015625,48.5525016784668,5755,3.5,"E","Asia/Tehran","airport","OurAirports"
7546,"Persian Gulf International Airport","Khalije Fars","Iran","PGU","OIBP",27.379601,52.737701,27,3.5,"U","Asia/Tehran","airport","OurAirports"
2114,"Shahid Ashrafi Esfahani Airport","Bakhtaran","Iran","KSH","OICC",34.3459014893,47.1581001282,4307,3.5,"E","Asia/Tehran","airport","OurAirports"
2132,"Qazvin Airport","Ghazvin","Iran",\N,"OIIK",36.240101,50.0471,4184,3.5,"E","Asia/Tehran","airport","OurAirports"
11905,"Payam International Airport","Karaj","Iran","PYK","OIIP",35.776100158691,50.826698303223,4170,\N,\N,\N,"airport","OurAirports"
7547,"Yasouj Airport","Yasuj","Iran","YES","OISY",30.700500488281,51.545101165771,5939,3.5,"U","Asia/Tehran","airport","OurAirports"
6748,"Ilam Airport","Ilam","Iran","IIL","OICI",33.58660125732422,46.40480041503906,4404,3.5,"E","Asia/Tehran","airport","OurAirports"
6747,"Gorgan Airport","Gorgan","Iran","GBT","OING",36.909400939899996,54.4012985229,-24,3.5,"E","Asia/Tehran","airport","OurAirports"
2241,"Doha International Airport","Doha","Qatar",\N,"OTBD",25.261100769,51.5651016235,35,3,"U","Asia/Qatar","airport","OurAirports"
6833,"Al Udeid Air Base","Doha","Qatar","IUD","OTBH",25.1173000336,51.3149986267,130,3,"N","Asia/Qatar","airport","OurAirports"
2188,"Dubai International Airport","Dubai","United Arab Emirates","DXB","OMDB",25.2527999878,55.3643989563,62,4,"U","Asia/Dubai","airport","OurAirports"
2059,"Abha Regional Airport","Abha","Saudi Arabia","AHB","OEAB",18.240400314299997,42.65660095210001,6858,3,"U","Asia/Riyadh","airport","OurAirports"
2048,"Herat Airport","Herat","Afghanistan","HEA","OAHR",34.209999084472656,62.22829818725586,3206,4.5,"U","Asia/Kabul","airport","OurAirports"
1682,"Esenboğa International Airport","Ankara","Turkey","ESB","LTAC",40.128101348899996,32.995098114,3125,3,"E","Europe/Istanbul","airport","OurAirports"
1681,"Güvercinlik Airport","Ankara","Turkey",\N,"LTAB",39.9350013733,32.7407989502,2687,2,"E","Europe/Istanbul","airport","OurAirports"
2923,"Yakutsk Airport","Yakutsk","Russia","YKS","UEEE",62.093299865722656,129.77099609375,325,9,"N","Asia/Yakutsk","airport","OurAirports"
2934,"Vladivostok International Airport","Vladivostok","Russia","VVO","UHWW",43.39899826049805,132.1479949951172,46,10,"N","Asia/Vladivostok","airport","OurAirports"
507,"London Heathrow Airport","London","United Kingdom","LHR","EGLL",51.4706,-0.461941,83,0,"E","Europe/London","airport","OurAirports"
26,"Kugaaruk Airport","Pelly Bay","Canada","YBB","CYBB",68.534401,-89.808098,56,-7,"A","America/Edmonton","airport","OurAirports"
3127,"Pokhara Airport","Pokhara","Nepal","PKR","VNPK",28.200899124145508,83.98210144042969,2712,5.75,"N","Asia/Katmandu","airport","OurAirports"
8810,"Hamburg Hbf","Hamburg","Germany","ZMB",\N,53.552776,10.006683,30,1,"E","Europe/Berlin","station","User"
3411,"Barter Island LRRS Airport","Barter Island","United States","BTI","PABA",70.1340026855,-143.582000732,2,-9,"A","America/Anchorage","airport","OurAirports"
3413,"Cape Lisburne LRRS Airport","Cape Lisburne","United States","LUR","PALU",68.87509918,-166.1100006,16,-9,"A","America/Anchorage","airport","OurAirports"
3415,"Hilo International Airport","Hilo","United States","ITO","PHTO",19.721399307250977,-155.04800415039062,38,-10,"N","Pacific/Honolulu","airport","OurAirports"
3416,"Orlando Executive Airport","Orlando","United States","ORL","KORL",28.545499801636,-81.332901000977,113,-5,"A","America/New_York","airport","OurAirports"
3420,"Fort Yukon Airport","Fort Yukon","United States","FYU","PFYU",66.57150268554688,-145.25,433,-9,"A","America/Anchorage","airport","OurAirports"
3426,"St Paul Island Airport","St. Paul Island","United States","SNP","PASN",57.167301177978516,-170.22000122070312,63,-9,"A","America/Anchorage","airport","OurAirports"
3431,"Big Mountain Airport","Big Mountain","United States","BMX","PABM",59.3611984253,-155.259002686,663,-9,"A","America/Anchorage","airport","OurAirports"
3435,"Bicycle Lake Army Air Field","Fort Irwin","United States","BYS","KBYS",35.2804985046,-116.629997253,2350,-8,"A","America/Los_Angeles","airport","OurAirports"
3444,"Whiting Field Naval Air Station - North","Milton","United States","NSE","KNSE",30.7241993,-87.02189636,199,-6,"A","America/Chicago","airport","OurAirports"
3451,"Wendover Airport","Wendover","United States","ENV","KENV",40.7187004089,-114.03099823,4237,-7,"A","America/Denver","airport","OurAirports"
3486,"Cleveland Hopkins International Airport","Cleveland","United States","CLE","KCLE",41.4117012024,-81.8498001099,791,-5,"A","America/New_York","airport","OurAirports"
87,"Kelowna International Airport","Kelowna","Canada","YLW","CYLW",49.9561004639,-119.377998352,1421,-8,"A","America/Vancouver","airport","OurAirports"
93,"Montreal International (Mirabel) Airport","Montreal","Canada","YMX","CYMX",45.6795005798,-74.0386962891,270,-5,"A","America/Toronto","airport","OurAirports"
100,"Ottawa Macdonald-Cartier International Airport","Ottawa","Canada","YOW","CYOW",45.3224983215332,-75.66919708251953,374,-5,"A","America/Toronto","airport","OurAirports"
813,"OR Tambo International Airport","Johannesburg","South Africa","JNB","FAJS",-26.1392,28.246,5558,2,"U","Africa/Johannesburg","airport","OurAirports"
2057,"Bahrain International Airport","Bahrain","Bahrain","BAH","OBBI",26.27079963684082,50.63359832763672,6,3,"U","Asia/Bahrain","airport","OurAirports"
2082,"King Khaled Iternational Airport","Riyadh","Saudi Arabia","RUH","OERK",24.957599639892578,46.69879913330078,2049,3,"U","Asia/Riyadh","airport","OurAirports"
2223,"Benazir Bhutto International Airport","Islamabad","Pakistan","ISB","OPRN",33.61669921875,73.09919738769531,1668,5,"N","Asia/Karachi","airport","OurAirports"
7703,"Fréjus Airport","Frejus","France","FRJ","LFTU",43.4175,6.7357,33,1,"E","Europe/Paris","airport","OurAirports"
8274,"St Lucie County International Airport","Fort Pierce","United States","FRP","KFPR",27.49510002,-80.36830139,24,-5,"A","America/New_York","airport","OurAirports"
8235,"Sohag International Airport","Sohag","Egypt","HMB","HEMK",26.342778,31.742778,310,2,"E","Africa/Cairo","airport","OurAirports"
7490,"Al Najaf International Airport","Najaf","Iraq","NJF","ORNI",31.989853,44.404317,103,3,"U","Asia/Baghdad","airport","OurAirports"
7123,"Laguna de Los Patos International Airport","Colonia","Uruguay","CYR","SUCA",-34.456401824951,-57.770599365234,66,-3,"U","America/Montevideo","airport","OurAirports"
6986,"Cherkasy International Airport","Cherkassy","Ukraine","CKC","UKKE",49.41559982299805,31.99530029296875,375,2,"E","Europe/Kiev","airport","OurAirports"
6386,"Quanzhou Jinjiang International Airport","Quanzhou","China","JJN","ZSQZ",24.7964,118.589996,0,8,"U","Asia/Shanghai","airport","OurAirports"
6390,"Sunan Shuofang International Airport","Wuxi","China","WUX","ZSWX",31.494400024399997,120.429000854,24,8,"U","Asia/Shanghai","airport","OurAirports"
6345,"Baita International Airport","Hohhot","China","HET","ZBHH",40.851398468,111.823997498,3556,8,"U","Asia/Shanghai","airport","OurAirports"
4317,"Sabiha Gökçen International Airport","Istanbul","Turkey","SAW","LTFJ",40.898601532,29.3092002869,312,3,"E","Europe/Istanbul","airport","OurAirports"
4276,"Erie International Tom Ridge Field","Erie","United States","ERI","KERI",42.0831270134,-80.1738667488,732,-5,"A","America/New_York","airport","OurAirports"
4128,"MBS International Airport","Saginaw","United States","MBS","KMBS",43.532901763916016,-84.07959747314453,668,-5,"A","America/New_York","airport","OurAirports"
3999,"Darwin International Airport","Darwin","Australia","DRW","YPDN",-12.41469955444336,130.8769989013672,103,9.5,"N","Australia/Darwin","airport","OurAirports"
3984,"Socotra International Airport","Socotra","Yemen","SCT","OYSQ",12.63070011138916,53.905799865722656,146,3,"U","Asia/Aden","airport","OurAirports"
3973,"Tbilisi International Airport","Tbilisi","Georgia","TBS","UGTB",41.6692008972,44.95470047,1624,4,"N","Asia/Tbilisi","airport","OurAirports"
3928,"Juanda International Airport","Surabaya","Indonesia","SUB","WARR",-7.3798298835754395,112.78700256347656,9,7,"N","Asia/Jakarta","airport","OurAirports"
3747,"Chicago Midway International Airport","Chicago","United States","MDW","KMDW",41.7859992980957,-87.75240325927734,620,-6,"A","America/Chicago","airport","OurAirports"
3448,"General Edward Lawrence Logan International Airport","Boston","United States","BOS","KBOS",42.36429977,-71.00520325,20,-5,"A","America/New_York","airport","OurAirports"
2848,"La Chinita International Airport","Maracaibo","Venezuela","MAR","SVMC",10.5582084656,-71.7278594971,239,-4,"U","America/Caracas","airport","OurAirports"
2792,"Inca Manco Capac International Airport","Juliaca","Peru","JUL","SPJL",-15.467100143432617,-70.158203125,12552,-5,"U","America/Lima","airport","OurAirports"